           Name  NumAtoms  NumFinalStates  BoardSize  NumFreePositions     Time  SolutionLength  LowerBound  InitialHeuristic  NodesExpanded  NodesGenerated  NodesReOpened  CallsToHeuristic  PDBTime 
  katomic_35.in        10               1         99                47  2520.34               0          35                28      358135167       275328190      338923555        4391123502   551.69 
  katomic_36.in         3              21        143                52     6.91               9           9                 4            396             269            355              2077     0.01 
  katomic_37.in        24               1        225               134  3600.48               0          56                52       77154968        75910470       77135432        3717082392   974.78 
  katomic_38.in         9               1        169                89  2485.01               0          35                22      369041401       272892503      346279069        4473542145   555.53 
  katomic_39.in        17               1        169                77  3600.52               0          48                43      225044796       208370832      224248665        5955894709  1184.69 
  katomic_40.in        16               1        121                61  3600.50               0          59                52      233811255       202023242      228660681        4683473602   833.72 
  katomic_41.in        15               4        169                81  3600.49               0          35                30       70114352        62997035       69630671        1855234093  1539.07 
  katomic_42.in        12               1        121                51  3600.52               0          36                29      289934355       238809846      282648610        4737872577   687.41 
  katomic_43.in        26               1        169                86  3600.48               0          65                63       77167347        75910501       77167297        3287771692   970.46 
  katomic_44.in        21               1        156                65  3600.50               0          51                47      127134111       118526885      126355803        3802349670   953.07 
  katomic_45.in        14               1        156                63  3557.00               0          41                37      267457379       246949168      266085779        6404576576  1075.81 
  katomic_46.in         7               3        143                53     5.67              24          24                19         153859          119450         146565           1437115     0.49 
  katomic_47.in        11               1        121                60     5.46              29          29                27          42837           40909          42835           1015720     0.13 
  katomic_48.in        17               1        169                79  3600.48               0          58                54      177662001       171075631      177354292        5076522051  1083.61 
  katomic_49.in        18               1        143                71  3600.48               0          47                42      159954987       149317954      159326828        4554110078   947.39 
  katomic_50.in        17               2        121                61  3600.49               0          43                36      119557013       108687557      118661704        2722963566  1175.64 
  katomic_51.in        16               1        169                82  3600.52               0          40                35      213657791       192168096      212973176        5281259603  1064.76 
  katomic_52.in        19               1        169                84  3600.52               0          55                52      135834453       130560802      135739261        4136183318   902.48 
  katomic_53.in        16               2         63                35  3600.51               0          27                20      111152961       100814852      110154183        2809899251  1270.09 
  katomic_54.in        16               1        169                81  3600.52               0          37                31      234637253       214289096      232870681        6083716064  1164.85 
  katomic_55.in        15               1        169                83  3600.51               0          49                44      217725240       198592533      216673945        5062849745   890.09 
  katomic_56.in        15               1        169                79  3600.53               0          51                45      215292684       196609480      214156916        5049754113   863.60 
  katomic_57.in         5               3        132                45     3.51              21          21                16          27750           19875          25961            179298     0.05 
  katomic_58.in         6               3        121                60     4.73              17          17                13          14991           11759          14491            156819     0.05 
  katomic_59.in        16               4        121                49  3600.51               0          27                22       72897467        65533797       72263798        2317545970  1946.60 
  katomic_60.in         7               4        121                54     5.30              19          19                15          33785           27748          32883            378745     0.17 
  katomic_61.in        10               2        117                58  3600.51               0          55                48      354804067       271232921      341657143        4507131551  1191.74 
  katomic_62.in        12               1        225                96  3251.90               0          52                46      299693364       266948403      296865448        5597897257   810.70 
  katomic_63.in        12               2        143                70  3600.51               0          42                33      283145622       229079020      270450678        4117395143  1213.32 
  katomic_64.in        16               2        195                98  3600.51               0          54                50      134581700       125379705      133957302        3097992859  1336.00 
  katomic_65.in        17               1         81                25   421.60              32          32                26       46799356        39417303       45859759         657069413   126.01 
  katomic_66.in        11               1        169                78  3464.70               0          33                26      320670809       272892495      313289678        6043759074   855.02 
  katomic_67.in        12               2        121                54  3600.49               0          33                25      249041408       209936358      243793860        3985365769  1211.02 
  marbles_01.in         4               2         64                21     3.98              11          11                 7            569             366            487              2303     0.00 
  marbles_02.in         5               5         90                38     4.02              15          15                10          12203            9267          11499             85488     0.04 
  marbles_03.in         4               5         99                39     4.12              22          22                10          61328           30956          43934            170711     0.09 
  marbles_04.in         3              18        100                49     5.85              22          22                 5           3976            1902           2567              8372     0.02 
  marbles_05.in         5               2         81                34     4.20              25          25                15          59336           33524          47167            236828     0.05 
  marbles_06.in         5               3        120                41     3.88              14          14                12            773             662            763              5685     0.00 
  marbles_08.in         6               3        100                48    18.03              23          23                12        2559983         1628876        2174828          13233574     4.72 
  marbles_10.in        16               1         48                20     4.88              24          24                16          14564           11007          14006             91097     0.02 
  marbles_11.in         8               1        169                59   165.28              28          28                19       25113128        17301829       23230710         215163276    25.75 
  marbles_12.in         6               3         84                40   104.88              28          28                13       17215095         9055655       13735954          84200204    31.40 
  marbles_13.in         3               3         64                27     4.10              18          18                 6           6630            3288           3881             11562     0.00 
  marbles_14.in         6               1        110                27     3.33              22          22                17          18397           11458          15634             67977     0.01 
  marbles_15.in        12               1        169                62  3600.50               0          37                31      115717322        98752377      113197158        1924610617   300.21 
  marbles_20.in        32               1         64                36  3600.52               0          37                28       66801922        50604090       63250301         516273138   181.36 
 unitopia_01.in         3              41        128                68    19.58              11          11                 9             97              80             93               433     0.00 
 unitopia_02.in         4               5        128                62     4.77              22          22                14          61767           37527          51176            254261     0.13 
 unitopia_03.in         5              12        128                56     5.47              16          16                14            914             832            906              7574     0.01 
 unitopia_04.in         6               5        128                59     5.45              20          20                19           2577            2311           2569             24185     0.01 
 unitopia_05.in         6               7        128                68    11.90              20          20                13         224287          163098         210244           2029780     1.63 
 unitopia_06.in         9               2        128                61   325.76              31          31                24       29930889        24372700       29140708         421758830   111.98 
 unitopia_07.in        10               1        128                60  1824.63              36          36                27      253887949       193858290      242626019        3176087901   418.12 
 unitopia_08.in         7               4        128                59    15.22              23          23                17         894404          690689         854731           9267634     4.33 
 unitopia_09.in        12               2        128                60  3600.49               0          44                39      261974988       226139929      257485950        4004161989  1181.03 
 unitopia_10.in         8               2        128                57  1263.93              41          41                29      197119722       130615044      178572572        1635641849   395.27 
