           Name  NumAtoms  NumFinalStates  BoardSize  NumFreePositions     Time  SolutionLength  LowerBound  InitialHeuristic  NodesExpanded  NodesGenerated  NodesReOpened  CallsToHeuristic  PDBTime 
  katomic_38.in         9               1        169                89  3600.33               0          34                24       61782714        48141681       57529428         716890467  3194.72 
  katomic_39.in        17               1        169                77  3600.38               0          49                45       14897561        14028965       14829810         388797750  3393.63 
  katomic_40.in        16               1        121                61  3600.29               0          59                53       18096136        15806983       17730671         368451466  3379.24 
  katomic_41.in        15               4        169                81  3600.30               0          34                30        8910483         8303507        8858726         235459634  3264.71 
  katomic_42.in        12               1        121                51  3600.43               0          34                29       30372655        25672487       29725076         502769953  3288.30 
  katomic_43.in        26               1        169                86  3600.43               0          65                64        4348004         4635192        4348003         201087943  3474.08 
  katomic_44.in        21               1        156                65  3600.31               0          52                50        6520531         6921195        6509085         203707689  3469.10 
  katomic_45.in        14               1        156                63  3600.36               0          41                38       20538950        19471202       20504565         501646264  3360.75 
  katomic_46.in         7               3        143                53    15.23              24          24                19         173080          134464         163237           1495352     8.81 
  katomic_47.in        11               1        121                60    15.15              29          29                27          90038           86766          89869           2104144    10.47 
  katomic_48.in        17               1        169                79  3600.34               0          59                56        8737536         8435163        8732783         245783020  3459.66 
  katomic_49.in        18               1        143                71  3600.46               0          46                43       15199425        14111230       15132642         409430873  3376.39 
  katomic_50.in        17               2        121                61  3600.48               0          43                37       11147301        10191275       11063799         225408288  3341.33 
  katomic_51.in        16               1        169                82  3600.41               0          40                36       12998587        11962451       12927821         299578208  3420.53 
  katomic_52.in        19               1        169                84  3600.48               0          54                52       11017743        10724786       11005093         317618017  3427.61 
  katomic_53.in        16               2         63                35  3600.48               0          26                21        8393179         7591942        8317946         229558935  3325.78 
  katomic_54.in        16               1        169                81  3600.32               0          36                31       17606166        16084921       17486035         445878452  3371.32 
  katomic_55.in        15               1        169                83  3600.34               0          48                44       18871974        17526376       18738551         425231403  3356.04 
  katomic_56.in        15               1        169                79  3600.29               0          50                45       19102261        17646128       19011877         441756959  3362.85 
  katomic_57.in         5               3        132                45     4.79              21          21                16          34213           24589          31793            209825     0.91 
  katomic_58.in         6               3        121                60     4.23              17          17                14           4743            4060           4684             50124     0.18 
  katomic_59.in        16               4        121                49  3600.33               0          27                22        8492149         7851913        8450913         279423094  3361.47 
  katomic_60.in         7               4        121                54     7.53              19          19                15          37522           30991          36532            411843     1.98 
