           Name  NumAtoms  NumFinalStates  BoardSize  NumFreePositions     Time  SolutionLength  LowerBound  InitialHeuristic  NodesExpanded  NodesGenerated  NodesReOpened  CallsToHeuristic  PDBTime 
  katomic_03.in         6               4        156                66     8.28              20          20                14         209059          160445         199887           1989059     0.93 
  katomic_04.in         6               8        121                45     6.82              23          23                15         141542           95313         128997            935351     0.89 
  katomic_05.in         9               2        132                52    17.56              27          27                21        1452914         1219991        1424069          19172279     5.10 
  katomic_06.in         9               1        144                50   167.91              27          27                15       28746817        19594916       26473705         325131603    40.14 
  katomic_07.in        12               8        169                68   461.08              24          24                18        7961256         6919449        7881047         160526690   224.25 
  katomic_08.in         7               1        121                61   183.93              26          26                14       40837863        28221674       37620186         349212372    38.59 
  katomic_09.in        10               1        169                81   244.86              32          32                24       31303246        25629667       30520714         512868266    66.37 
  katomic_10.in         5               8        169                84    25.12              19          19                16            965             766            935              6840     0.01 
  katomic_11.in         8               4        121                71    71.85              23          23                17        3567795         2957740        3487210          57036067    29.87 
  katomic_12.in        12               8        169                93  3600.23               0          36                28       78900740        63971816       76905517        1317390062  1779.86 
  katomic_13.in        12               1        169                87  3531.63               0          42                38      311663287       272130363      309530129        6510260047   933.11 
  katomic_14.in         9               1        169                85   529.71              29          29                20       84233286        61438485       79670301        1055388002   125.96 
  katomic_15.in        15               1        169                87  3600.23               0          36                31      133151717       118951053      132626619        3325686756   662.55 
  katomic_16.in        15               1        169                69  3600.50               0          44                39      258674776       231079919      257814437        5918324072  1066.68 
  katomic_17.in        14               2        143                73  3600.27               0          34                27      155294245       136747391      154304330        3725323548  1552.94 
  katomic_18.in        12               4        169                90  1431.05              47          47                44       25314427        24457628       25309450         501235018   324.61 
  katomic_19.in         8               2        195               103  1002.63              32          32                22      100653192        74185536       95212693        1378986122   351.84 
  katomic_20.in         4              16        169                83    12.50              18          18                13           3847            2496           3337             16760     0.03 
  katomic_21.in        16               1        144                32  3600.24               0          27                20      267594355       222147239      263871647        4834453914  1021.50 
  katomic_22.in        14               4        169                90  3600.23               0          32                26       84304525        70967717       83878147        2123274358  1871.06 
  katomic_23.in         4              32        169                93    32.23              18          18                 8          24209           13200          19609            103620     0.42 
  katomic_24.in        20              10        195               115  3600.23               0          36                33        7737237         7289848        7730571         303416052   517.13 
  katomic_25.in        10               1        143                73  2720.17               0          36                29      336717340       274094143      329322915        5050878032   673.01 
  katomic_26.in         7               3        169                81   181.04              36          36                27       23433522        15110458       20972556         179404744    67.15 
  katomic_27.in        12               1        169                81  3588.74               0          48                43      298859708       272130363      297339626        6351195791   921.13 
  katomic_28.in        12               1        169                73  3475.46               0          38                32      333417912       272130363      326081799        6197148921   880.84 
  katomic_29.in        15               1        169                71  3313.36               0          57                54      260620502       245523625      260209508        5479820770   969.89 
  katomic_30.in        21               1        169                72  3600.24               0          53                51      133225857       127389160      133197158        4175320124  1060.03 
  katomic_31.in         8               2        121                54    40.70              29          29                20        4369990         3160281        4104443          53032132    12.49 
  katomic_32.in         9               5         81                25     5.79              19          19                14          99821           86234          98690           1301845     0.89 
  katomic_33.in        10               4        169                72  3600.24               0          52                43      205979862       147961150      203181972        2692639365  1575.93 
  katomic_34.in        13               1        169                96  3600.25               0          38                32      229332455       205400217      227971925        6084094914   979.45 
  katomic_35.in        10               1         99                47  2554.10               0          35                28      372393399       275328190      357152394        4701366679   589.19 
  katomic_36.in         3              21        143                52     7.36               9           9                 4            409             277            372              2184     0.01 
  katomic_37.in        24               1        225               134  3600.23               0          56                52       81774883        79033703       81759056        3956186975  1059.52 
  katomic_38.in         9               1        169                89  2533.51               0          35                22      380569726       272892503      361813301        4726450322   598.77 
  katomic_39.in        17               1        169                77  3600.24               0          48                43      225797774       208557260      225208716        5984404013  1200.55 
  katomic_40.in        16               1        121                61  3600.23               0          59                52      239532833       200100750      235356914        4874860134   881.09 
  katomic_41.in        15               4        169                81  3600.22               0          35                30       70521475        63160964       70097468        1886786035  1576.00 
  katomic_42.in        12               1        121                51  3600.51               0          36                29      306494551       251030635      299477669        5081437258   733.17 
  katomic_43.in        26               1        169                86  3600.24               0          65                63       80507667        78978358       80507660        3435932806  1029.82 
  katomic_44.in        21               1        156                65  3600.23               0          51                47      134902739       121909716      134193486        4078500142  1017.72 
  katomic_45.in        14               1        156                63  3515.19               0          41                37      269813277       246949168      269076213        6542000749  1094.23 
  katomic_46.in         7               3        143                53     5.96              24          24                19         153807          119401         146639           1450010     0.53 
  katomic_47.in        11               1        121                60     5.43              29          29                27          37874           35989          37872            901869     0.12 
  katomic_48.in        17               1        169                79  3600.24               0          58                54      186289760       176517313      186129380        5409840877  1167.44 
  katomic_49.in        18               1        143                71  3600.23               0          47                42      157456076       145506116      157046314        4501947524   941.17 
  katomic_50.in        17               2        121                61  3600.25               0          43                36      118845592       106295067      118221976        2790632788  1234.93 
  katomic_51.in        16               1        169                82  3600.23               0          40                35      229510262       205634254      229017267        5728268867  1172.68 
  katomic_52.in        19               1        169                84  3600.24               0          55                52      138715841       133313743      138654723        4244605250   938.29 
  katomic_53.in        16               2         63                35  3600.24               0          27                20      111819624        96306689      111255439        2878457984  1328.27 
  katomic_54.in        16               1        169                81  3600.23               0          37                31      240722041       218324037      239690299        6282575588  1189.80 
  katomic_55.in        15               1        169                83  3600.50               0          49                44      223554019       204388163      222561867        5268243924   928.61 
  katomic_56.in        15               1        169                79  3600.33               0          51                45      212687316       193945224      211631372        5010165613   873.53 
  katomic_57.in         5               3        132                45     3.98              21          21                16          27882           19962          26108            180737     0.05 
  katomic_58.in         6               3        121                60     5.44              17          17                13          14991           11759          14491            157294     0.05 
  katomic_59.in        16               4        121                49  3600.23               0          27                22       72103778        64668902       71573973        2309020735  1962.48 
  katomic_60.in         7               4        121                54     5.40              19          19                15          31912           26132          31065            358837     0.17 
  katomic_61.in        10               2        117                58  3600.25               0          55                48      359592427       273946167      347093798        4613663270  1239.77 
  katomic_62.in        12               1        225                96  3170.28               0          52                46      315826956       266948403      296924507        5631277345   831.29 
  katomic_63.in        12               2        143                70  3600.23               0          42                33      292646295       226204249      283374833        4367413229  1296.16 
  katomic_64.in        16               2        195                98  3600.24               0          54                50      128624605       119279597      128359795        3113023033  1388.61 
  katomic_65.in        17               1         81                25   411.36              32          32                26       46239995        38906683       45327967         650599931   126.72 
  katomic_66.in        11               1        169                78  3406.89               0          33                26      329187784       272892495      324119945        6335295122   898.93 
