           Name  NumAtoms  NumFinalStates  BoardSize  NumFreePositions     Time  SolutionLength  LowerBound  InitialHeuristic  NodesExpanded  NodesGenerated  NodesReOpened  CallsToHeuristic  PDBTime 
  marbles_03.in         4               5         99                39     4.45              22          22                10          61843           30931          44626            178491     0.09 
  marbles_04.in         3              18        100                49     5.87              22          22                 5           4009            1902           2604              8548     0.02 
  marbles_05.in         5               2         81                34     4.12              25          25                15          59394           33524          47267            241626     0.05 
  marbles_06.in         5               3        120                41     3.54              14          14                12            791             662            781              5864     0.00 
  marbles_08.in         6               3        100                48    18.32              23          23                12        2560508         1628953        2176281          13305056     4.78 
  marbles_10.in        16               1         48                20     4.94              24          24                16          14566           11008          14008             92394     0.02 
  marbles_11.in         8               1        169                59   164.01              28          28                19       25119563        17301762       23241824         219438041    25.76 
  marbles_12.in         6               3         84                40   104.41              28          28                13       17281966         9055209       13838162          87208758    31.64 
  marbles_13.in         3               3         64                27     4.59              18          18                 6           6636            3279           3900             11683     0.00 
  marbles_14.in         6               1        110                27     3.89              22          22                17          18309           11408          15568             67748     0.01 
  marbles_15.in        12               1        169                62  3600.22               0          37                31      114470860        94804056      112268283        1925769814   301.99 
  marbles_20.in        32               1         64                36  3600.50               0          37                28       67462116        51022387       64012958         523982086   189.21 
 unitopia_01.in         3              41        128                68    19.42              11          11                 9             97              80             93               433     0.00 
 unitopia_02.in         4               5        128                62     4.81              22          22                14          61796           37522          51237            255511     0.13 
 unitopia_03.in         5              12        128                56     5.51              16          16                14            658             581            658              5642     0.01 
 unitopia_04.in         6               5        128                59     5.40              20          20                19           2645            2372           2634             24780     0.01 
 unitopia_05.in         6               7        128                68    12.07              20          20                13         224294          163077         210309           2080145     1.69 
 unitopia_06.in         9               2        128                61   324.68              31          31                24       29930050        24369745       29157630         428149702   112.85 
 unitopia_07.in        10               1        128                60  1836.52              36          36                27      253888423       193858290      242629753        3205169230   428.94 
 unitopia_08.in         7               4        128                59    15.21              23          23                17         894483          690689         855269           9321711     4.32 
 unitopia_09.in        12               2        128                60  3600.22               0          44                39      252675341       212563769      249032417        3868143816  1180.07 
 unitopia_10.in         8               2        128                57  1270.74              41          41                29      197112050       130603298      178572386        1646242360   396.19 
